budget,evidence_block,arm,method,sources,planned,valid,missing,empty_observations,expected_coverage,all_arm_budgets_matched,MAE2,MAE2_MCSE,ProfileMAE,ProfileMAE_MCSE,valid_fraction,valid_fraction_MCSE
0.5,dar_a0,S2,qwen_nonthinking,2,18,18,0,0,0.49952656441269416,True,0.38114339906351324,0.03893893565413085,0.2901753718096205,0.031821726511356674,1.0,0.0
0.5,dar_a0,H,plugin,2,6,6,0,0,0.5004150877478609,True,0.16846234288171263,0.0019376264274860058,0.06209504105790518,0.0005417640621071831,1.0,0.0
0.5,dar_a0,H,primary_corrector,2,6,6,0,0,0.5004150877478609,True,0.012883033540088814,0.0029847246943883695,0.005654800163411438,0.0011853837445978766,1.0,0.0
0.5,dar_a0,H,median,2,6,6,0,0,0.5004150877478609,True,0.03677670046381365,0.0,0.03508417697610491,0.0,1.0,0.0
0.5,dar_a0,H,extratrees_pooled,2,6,6,0,0,0.5004150877478609,True,0.021802446876577137,0.005054476013310315,0.011974070602619454,0.0008749975304237725,1.0,0.0
0.5,dar_a0,H,extratrees_real_only,2,6,6,0,0,0.5004150877478609,True,0.11104264530806529,0.0012167920109582148,0.03984832075146214,0.00016043448241447075,1.0,0.0
0.5,dar_a0,H,qwen_thinking,2,18,18,0,0,0.5004150877478609,True,0.26247752562310644,0.018374709285132695,0.12011145247174797,0.012023348503252356,1.0,0.0
0.5,dar_a0,H,qwen_nonthinking,2,18,18,0,0,0.5004150877478609,True,0.15446206062551257,0.020096263203897544,0.12255296649309516,0.025461003823702293,1.0,0.0
0.5,dar_a0,B,plugin,2,6,6,0,0,0.49999999999997025,True,0.18837879717585054,0.002481295924970334,0.06627215308619953,0.0005675281284942361,1.0,0.0
0.5,dar_a0,B,primary_corrector,2,6,6,0,0,0.49999999999997025,True,0.011199924828092364,0.003163852211438287,0.004846831755175194,0.0011374986609748508,1.0,0.0
0.5,dar_a0,B,median,2,6,6,0,0,0.49999999999997025,True,0.03677670046381365,0.0,0.03508417697610491,0.0,1.0,0.0
0.5,dar_a0,B,extratrees_pooled,2,6,6,0,0,0.49999999999997025,True,0.023413325166519994,0.005510984734055592,0.011460901899893274,0.0006947609838183455,1.0,0.0
0.5,dar_a0,B,extratrees_real_only,2,6,6,0,0,0.49999999999997025,True,0.10853307896189346,0.0014372424201862858,0.04044473217315149,0.00014800787265426249,1.0,0.0
0.5,dar_a0,B,qwen_thinking,2,18,18,0,0,0.49999999999997025,True,0.307661679993233,0.03560114516931052,0.21071772107997078,0.019006291610263834,1.0,0.0
0.5,dar_a0,B,qwen_nonthinking,2,18,18,0,0,0.49999999999997025,True,0.4165156212857355,0.04447672438866964,0.3697350940318427,0.058799995144662616,1.0,0.0
0.5,dar_a08,R,plugin,2,6,6,0,0,0.5004349099806038,True,0.00911770125271344,0.003535899860294146,0.009638418448870523,0.0011137509731621224,1.0,0.0
0.5,dar_a08,R,primary_corrector,2,6,6,0,0,0.5004349099806038,True,0.00911770125271344,0.003535899860294146,0.009638418448870523,0.0011137509731621224,1.0,0.0
0.5,dar_a08,R,median,2,6,6,0,0,0.5004349099806038,True,0.42696058808431453,0.0,0.391531187168607,0.0,1.0,0.0
0.5,dar_a08,R,extratrees_pooled,2,6,6,0,0,0.5004349099806038,True,0.01006740183196338,0.0011131001526063526,0.009298615279861169,0.0010268243419970415,1.0,0.0
0.5,dar_a08,R,extratrees_real_only,2,6,6,0,0,0.5004349099806038,True,0.2325087222634975,2.2849331868658484e-05,0.18121939322960764,4.009341083507634e-05,1.0,0.0
0.5,dar_a08,R,qwen_thinking,2,18,18,0,0,0.5004349099806038,True,0.008760193218225163,0.0034752760647322085,0.014760725144842387,0.0021790631123965428,1.0,0.0
0.5,dar_a08,R,qwen_nonthinking,2,18,18,0,0,0.5004349099806038,True,0.1202495242882275,0.009881083061544204,0.1177092212067499,0.006852421987745055,1.0,0.0
0.5,dar_a08,S1,plugin,2,6,6,0,0,0.49973438935022757,True,0.0037426326976904845,0.0008709064821200043,0.003920467943196314,0.0007804704168122894,1.0,0.0
0.5,dar_a08,S1,primary_corrector,2,6,6,0,0,0.49973438935022757,True,0.0037426326976904845,0.0008709064821200043,0.003920467943196314,0.0007804704168122894,1.0,0.0
0.5,dar_a08,S1,median,2,6,6,0,0,0.49973438935022757,True,0.42696058808431453,0.0,0.391531187168607,0.0,1.0,0.0
0.5,dar_a08,S1,extratrees_pooled,2,6,6,0,0,0.49973438935022757,True,0.009804277467206062,0.0010791917379996128,0.007803161514307539,0.00035724425382740413,1.0,0.0
0.5,dar_a08,S1,extratrees_real_only,2,6,6,0,0,0.49973438935022757,True,0.23257259877533287,1.3478248053588882e-05,0.18132640595645855,2.1967916066438036e-05,1.0,0.0
0.5,dar_a08,S1,qwen_thinking,2,18,18,0,0,0.49973438935022757,True,0.0037295147557657293,0.000869727422722757,0.005051029435549496,0.0012195143758120279,1.0,0.0
0.5,dar_a08,S1,qwen_nonthinking,2,18,18,0,0,0.49973438935022757,True,0.12996113989981795,0.021426454736135907,0.15269436532536557,0.01372224686593411,1.0,0.0
0.5,dar_a08,S2,plugin,2,6,6,0,0,0.49973438935022757,True,0.0037426326976904845,0.0008709064821200043,0.003920467943196314,0.0007804704168122894,1.0,0.0
0.5,dar_a08,S2,primary_corrector,2,6,6,0,0,0.49973438935022757,True,0.007463625203542415,0.001528022474451176,0.008811475201644449,0.0005018653133896046,1.0,0.0
0.5,dar_a08,S2,median,2,6,6,0,0,0.49973438935022757,True,0.42696058808431453,0.0,0.391531187168607,0.0,1.0,0.0
0.5,dar_a08,S2,extratrees_pooled,2,6,6,0,0,0.49973438935022757,True,0.009033165665429777,0.0013660509072263968,0.007717861293182518,0.00045538605806560723,1.0,0.0
0.5,dar_a08,S2,extratrees_real_only,2,6,6,0,0,0.49973438935022757,True,0.23257259877533287,1.3478248053588882e-05,0.18132640595645855,2.1967916066438036e-05,1.0,0.0
0.5,dar_a08,S2,qwen_thinking,2,18,18,0,0,0.49973438935022757,True,0.014834349860158346,0.007690426872599341,0.027530725065673174,0.009962505712352653,1.0,0.0
0.5,dar_a08,S2,qwen_nonthinking,2,18,18,0,0,0.49973438935022757,True,0.07921598225339113,0.009055113832355929,0.08314664999957891,0.01035579119275031,1.0,0.0
0.5,dar_a08,H,plugin,2,6,6,0,0,0.5007943335740368,True,0.03331050540954654,0.002418694672815085,0.20649504410127234,0.0006796388538063477,1.0,0.0
0.5,dar_a08,H,primary_corrector,2,6,6,0,0,0.5007943335740368,True,0.20441226609535662,0.00024184939874194922,0.19481209969803653,0.000491292317957235,1.0,0.0
0.5,dar_a08,H,median,2,6,6,0,0,0.5007943335740368,True,0.42696058808431453,0.0,0.391531187168607,0.0,1.0,0.0
