graph_id,stratum,arm,method,hidden_MAE_2,hidden_ProfileMAE,hidden_validity,released_MAE_2,released_ProfileMAE,released_validity,delta_MAE_2,delta_ProfileMAE
snap_collegemsg,real,R,qwen_thinking,0.0030637447399688416,0.0018157050158886152,1.0,0.0030615374733021753,0.0017527130566395268,1.0,-2.207266666666343e-06,-6.299195924908845e-05
snap_collegemsg__pwt,surrogate,H,et,0.17366086843506826,0.0746291037409953,1.0,0.1881264414946874,0.07625505248319753,1.0,0.014465573059619152,0.0016259487422022323
snap_collegemsg__pwt,surrogate,H,median,0.09098344311549261,0.04343183492900269,1.0,0.09098344311549261,0.04343183492900269,1.0,0.0,0.0
snap_collegemsg__pwt,surrogate,H,mle,0.14032300878404705,0.06170309967253148,1.0,0.14032300878404705,0.06170309967253148,1.0,0.0,0.0
snap_collegemsg__pwt,surrogate,H,plugin,0.262896838090286,0.13053933540799126,1.0,0.262896838090286,0.13053933540799126,1.0,0.0,0.0
snap_collegemsg__pwt,surrogate,H,qwen_nonthinking,0.06879333879333877,0.040101772895890536,1.0,0.13001911001911004,0.09425077483901013,1.0,0.061225771225771275,0.0541490019431196
snap_collegemsg__pwt,surrogate,H,qwen_thinking,0.2597282765711165,0.12216165493259301,1.0,0.26836634097734097,0.12828543568836215,1.0,0.008638064406224444,0.006123780755769137
snap_collegemsg__pwt,surrogate,R,et,0.01323502248596553,0.008462531795408028,1.0,0.014799746985699561,0.009038711693966731,1.0,0.0015647244997340302,0.0005761798985587027
snap_collegemsg__pwt,surrogate,R,median,0.09098344311549261,0.04343183492900269,1.0,0.09098344311549261,0.04343183492900269,1.0,0.0,0.0
snap_collegemsg__pwt,surrogate,R,mle,0.012917847620648607,0.010239277135096397,1.0,0.012917847620648607,0.010239277135096397,1.0,0.0,0.0
snap_collegemsg__pwt,surrogate,R,plugin,0.01513027003468411,0.010131292627791997,1.0,0.01513027003468411,0.010131292627791997,1.0,0.0,0.0
snap_collegemsg__pwt,surrogate,R,qwen_nonthinking,0.31472754572754574,0.24759508438920205,1.0,0.1908386568386569,0.1781506399447576,1.0,-0.12388888888888885,-0.06944444444444445
snap_collegemsg__pwt,surrogate,R,qwen_thinking,0.01538544116844118,0.01025934466685937,1.0,0.015133107835107844,0.020406990709961294,1.0,-0.00025233333333333705,0.010147646043101925
