evidence_block,arm,method,graphs,MAE2,MAE2_se,ProfileMAE,ProfileMAE_se,signed_rho2,signed_rho2_se,worst_graph_AE2,paired_vs_corrector,paired_vs_corrector_se,paired_vs_plugin,paired_vs_plugin_se
dar_a08,H,median,2,0.4269605880843146,0.003026005576897778,0.39153118716860696,0.006345267016918177,-0.4269605880843146,0.003026005576897778,0.42998659366121234,0.22324128750426758,0.008727609537721987,0.37857637534753286,0.01046302331772847
dar_a08,H,extratrees_pooled,2,0.015844786912500464,0.006653648954226005,0.02334224688333203,0.005723475759773335,0.010909398971963375,0.011372410688844646,0.02249843586672647,-0.18787451366754648,0.0009520449934018044,-0.03253942582428125,0.020142677848852247
dar_a08,H,extratrees_real_only,2,0.23361775010853375,0.002866177852433552,0.18290016708874696,0.006607472453014364,-0.23361775010853375,0.002866177852433552,0.2364839279609673,0.029898449528486776,0.008567781813257763,0.18523353737175202,0.010622851042192683
dar_a08,B,plugin,2,0.637605377756518,0.0067242425994049615,0.4912218693882384,0.005778141778809892,-0.637605377756518,0.0067242425994049615,0.644329620355923,0.4342991487464532,0.004802574404060789,,
dar_a08,B,corrector,2,0.20330622901006482,0.0019216681953441726,0.24326900401376395,0.06257659902789983,0.20330622901006482,0.0019216681953441726,0.205227897205409,,,-0.4342991487464532,0.004802574404060789
dar_a08,B,median,2,0.4269605880843146,0.003026005576897778,0.39153118716860696,0.006345267016918177,-0.4269605880843146,0.003026005576897778,0.42998659366121234,0.22365435907424974,0.001104337381553605,-0.2106447896722035,0.0036982370225071832
dar_a08,B,extratrees_pooled,2,0.015097233548392448,0.005184562673287318,0.051872113535505325,0.007163593798905854,0.000858501917972117,0.008582049374511031,0.020281796221679766,-0.18820899546167236,0.0032628944779431453,-0.6225081442081255,0.0015396799261176428
dar_a08,B,extratrees_real_only,2,0.27754261542128567,0.0038160384259747766,0.23138613194245752,0.005424213593018811,-0.27754261542128567,0.0038160384259747766,0.28135865384726044,0.07423638641122085,0.001894370230630604,-0.3600627623352324,0.0029082041734301844
dar_a08,B,mixture,2,0.15930002796214468,0.042085572393956945,0.20277155221944904,0.02207686033855109,0.15930002796214468,0.042085572393956945,0.20138560035610162,-0.04400620104792014,0.04400724058930111,-0.47830534979437334,0.04880981499336189
ad_memoryless,R,plugin,2,0.005683321681536534,0.0036571955022465636,0.0017494207280736422,0.0009717882097454473,0.0011494326949135676,3.4990209761845414e-05,0.009340517183783098,0.0,0.0,,
ad_memoryless,R,corrector,2,0.005683321681536534,0.0036571955022465636,0.0017494207280736422,0.0009717882097454473,0.0011494326949135676,3.4990209761845414e-05,0.009340517183783098,,,0.0,0.0
ad_memoryless,R,median,2,0.29623008533792233,0.0033650555260185677,0.12297808023017381,0.0013443144123366155,0.29623008533792233,0.0033650555260185677,0.2995951408639409,0.29054676365638576,0.00702225102826512,0.29054676365638576,0.00702225102826512
